assetNumber,remainingTermToMaturityNumber,reportingPeriodBeginningDate,originalLoanAmount,originalLoanTerm,originalInterestRatePercentage,reportingPeriodActualEndBalanceAmount
19524964,70,2019-02-01,8773.86,72,0.2692,8526.96
19533108,71,2019-02-01,14787.53,72,0.2061,14705.39
19517045,71,2019-02-01,17406.5,72,0.0849,17064.92
19494085,71,2019-02-01,20270.02,72,0.1678,20065.24
19517078,59,2019-02-01,10460,60,0.1605,10297.85
19517089,71,2019-02-01,25869.2,72,0.1681,25608.96
19533281,71,2019-02-01,21667,72,0.1678,21420.2
19516546,71,2019-02-01,17387.27,72,0.1305,16880.07
19494273,70,2019-02-01,15837.9,72,0.2087,15509.96
19534227,71,2019-02-01,22382.67,72,0.1678,22351.32
19516549,71,2019-02-01,27406.12,72,0.131,27109.67
19534303,71,2019-02-01,36943.8,72,0.1678,36885.04
19515309,59,2019-02-01,23429.9,60,0.1493,23072.94
19534305,74,2019-02-01,62428.92,75,0.1299,61620.48
19486835,71,2019-02-01,39298.35,72,0.1632,38344.01
19505109,71,2019-02-01,26429.7,72,0.1985,26157.34
19540646,70,2019-02-01,29265.98,72,0.1916,29017.36
19534028,71,2019-02-01,22312.71,72,0.222,21747.41
19534333,71,2019-02-01,21002.49,72,0.21,20965.43
19516851,74,2019-02-01,30999.28,75,0.18,30920.98
19534113,74,2019-02-01,23302.82,75,0.177,23122.66
19486434,71,2019-02-01,21752.61,72,0.1823,21681.19
19486605,72,2019-02-01,13142,72,0.1521,13074.42
19535087,71,2019-02-01,12912,72,0.1765,12587.99
19541136,71,2019-02-01,13624.86,72,0.2,13534.19
19515660,71,2019-02-01,42570.15,72,0.1448,42060
19486402,73,2019-02-01,36709.75,75,0.1467,35950.21
19486331,70,2019-02-01,25596,72,0.1233,24852.27
19506564,71,2019-02-01,17626.48,72,0.18,17485.13
19516127,70,2019-02-01,26501.37,72,0.1678,25836.75
19539418,71,2019-02-01,35183.29,72,0.1628,34419.51
19516375,71,2019-02-01,24806.22,72,0.1712,24668.17
19505798,58,2019-02-01,20995,60,0.2212,20800.94
19487045,71,2019-02-01,13178.28,72,0.1521,13037.24
19506971,71,2019-02-01,16910.62,72,0.1521,16784.99
19505821,71,2019-02-01,27195.85,72,0.1397,26857.15
19487251,70,2019-02-01,27429.06,72,0.21,26851.46
19505872,67,2019-02-01,37126.45,68,0.18,35953.83
19527326,71,2019-02-01,9266.64,72,0.1287,9118.85
19506035,71,2019-02-01,17001.97,72,0.1409,16800.93
19569093,71,2019-02-01,17558.9,72,0.18,17417.95
19506166,71,2019-02-01,25367.24,72,0.1421,25059.57
19534828,71,2019-02-01,13910.49,72,0.1368,13656.25
19506062,71,2019-02-01,21918.79,72,0.1355,21638.76
19527776,70,2019-02-01,21817.4,72,0.21,21754.74
19527418,71,2019-02-01,39088.82,72,0.1391,38632.17
19485331,71,2019-02-01,14336,72,0.1613,14188.84
19534738,71,2019-02-01,13837.16,72,0.131,13492.34
19527601,70,2019-02-01,21833,72,0.1779,21488.22
19527675,74,2019-02-01,28997.91,75,0.1461,28845.32
19484979,47,2019-02-01,8016.92,48,0.2237,7868.17
19504007,70,2019-02-01,17749.34,72,0.1434,17299.14
19535895,71,2019-02-01,30176.75,72,0.1851,29935
19525486,70,2019-02-01,28592.63,72,0.157,27919.39
19584972,64,2019-02-01,22702.59,66,0.1594,22304.54
19569722,74,2019-02-01,25133.52,75,0.18,24933.82
19525208,71,2019-02-01,24886.36,72,0.1347,24499.34
19485571,71,2019-02-01,10861,72,0.21,10798.34
19554522,71,2019-02-01,28108.73,72,0.18,28108.73
19525584,46,2019-02-01,11949.89,48,0.1489,10791.45
19626548,71,2019-02-01,30821.45,72,0.1395,30439.5
19536444,70,2019-02-01,13639,72,0.18,13379.06
19525808,71,2019-02-01,37642.16,72,0.18,37321.77
19554388,71,2019-02-01,18459,72,0.2473,18459
19585126,71,2019-02-01,28742.48,72,0.2182,28598.12
19553420,65,2019-02-01,9419.06,66,0.1099,9039.51
19553419,70,2019-02-01,48136.17,72,0.1382,46891.97
19554264,74,2019-02-01,23582.78,75,0.1511,23469.95
19554363,71,2019-02-01,25810.24,72,0.1709,25639.29
19585062,71,2019-02-01,23895.75,72,0.2399,23895.75
19585113,71,2019-02-01,31113.73,72,0.1515,28196.66
19577935,71,2019-02-01,19436.4,72,0.24,19436.4
19594845,71,2019-02-01,14398.44,72,0.1359,14398.44
19539327,74,2019-02-01,41983.26,75,0.1307,41601.79
19617861,71,2019-02-01,19482.89,72,0.18,19204.87
19617986,59,2019-02-01,14109.31,60,0.1724,12993.39
19632543,72,2019-02-01,22806.6,72,0.1829,22806.6
19618149,71,2019-02-01,14971,72,0.1864,14583.89
19632639,59,2019-02-01,9219.24,60,0.2299,8860.58
19632624,71,2019-02-01,21660.61,72,0.1678,21441.96
19618133,71,2019-02-01,15500.9,72,0.147,15250.29
19632603,71,2019-02-01,14219.44,72,0.25,14101.78
19632609,71,2019-02-01,28137.32,72,0.1698,28004.73
19632621,71,2019-02-01,32936.14,72,0.18,32714.26
19596336,71,2019-02-01,18002,72,0.1247,17745.61
19617855,71,2019-02-01,15419.43,72,0.2314,15149.36
19618001,71,2019-02-01,25222,72,0.184,25222
19575879,75,2019-02-01,27360.1,75,0.1492,27360.1
19618035,59,2019-02-01,10576.65,60,0.229,10446.82
19632522,74,2019-02-01,40699.48,75,0.1739,40333.11
19632528,60,2019-02-01,11369.42,60,0.1629,11086.45
19618206,71,2019-02-01,26784.1,72,0.2061,26784.1
19618195,71,2019-02-01,12794,72,0.21,12794
19618196,71,2019-02-01,17929.19,72,0.1767,17657.09
19618323,71,2019-02-01,26696.66,72,0.1951,26198.72
19487915,71,2019-02-01,9916.82,72,0.2362,9862.65
19617823,71,2019-02-01,38348,72,0.18,38262.47
19577257,71,2019-02-01,17805.33,72,0.1995,17630.07
19617927,72,2019-02-01,21168.38,72,0.18,20828.88
19618019,35,2019-02-01,6902.5,36,0.2033,6673.67
19632535,72,2019-02-01,13991,72,0.2471,13991
19594348,71,2019-02-01,15582.11,72,0.18,15318.43
19618156,72,2019-02-01,19884.36,72,0.1727,19604.24
19618174,71,2019-02-01,16854.94,72,0.2351,16854.94
19618175,71,2019-02-01,18504.31,72,0.2369,18399.19
19618176,71,2019-02-01,14090,72,0.2204,14090
19632667,72,2019-02-01,27787,72,0.18,27524.01
19618356,71,2019-02-01,30595.02,72,0.1942,30595.02
19618289,72,2019-02-01,18543.14,72,0.1879,18538.07
19618294,71,2019-02-01,11905.1,72,0.2174,11905.1
19618318,71,2019-02-01,22924.47,72,0.18,22795.21
19618344,71,2019-02-01,11907.01,72,0.1585,11781.67
19594544,74,2019-02-01,22953.22,75,0.1454,22921.67
19556147,70,2019-02-01,28458.46,72,0.1371,27624
19618338,71,2019-02-01,29371.8,72,0.18,29334.26
19618339,72,2019-02-01,17733.68,72,0.1921,17640.31
19632724,72,2019-02-01,22308.62,72,0.1823,21967.88
19555057,71,2019-02-01,17913.97,72,0.18,17913.97
19555242,71,2019-02-01,37035.51,72,0.1517,36041.56
19620141,71,2019-02-01,34003.11,72,0.201,33236.82
19632800,72,2019-02-01,13596.02,72,0.2098,13595.76
19620159,72,2019-02-01,16222.65,72,0.2324,16222.65
19620221,74,2019-02-01,27448.51,75,0.1399,26985.45
19620309,72,2019-02-01,12154.75,72,0.18,11709.46
19620289,59,2019-02-01,14130.87,60,0.249,14130.87
19620297,71,2019-02-01,12758,72,0.2394,12758
19620298,72,2019-02-01,23579.85,72,0.1594,23436.73
19620300,71,2019-02-01,15287.2,72,0.18,15068.29
19618434,71,2019-02-01,18890,72,0.18,18645.28
19618459,71,2019-02-01,21258.33,72,0.2106,21258.33
19620194,71,2019-02-01,16876.7,72,0.2223,16787.13
19620160,71,2019-02-01,17189.38,72,0.2235,17189.38
19620254,72,2019-02-01,17278.15,72,0.2758,13582.13
19555436,74,2019-02-01,39756.73,75,0.1446,39022.34
19632926,48,2019-02-01,15419.23,48,0.1629,13015.88
19632940,71,2019-02-01,29688.47,72,0.2,29688.47
19632946,72,2019-02-01,29817.12,72,0.1681,29726.64
19632956,72,2019-02-01,25474,72,0.1921,25474
19632665,72,2019-02-01,19497.81,72,0.2207,19497.81
19618435,71,2019-02-01,38907.85,72,0.1811,38907.85
19618469,71,2019-02-01,19799.94,72,0.1299,19799.94
19618408,71,2019-02-01,26790.86,72,0.2015,26616.14
19632722,72,2019-02-01,19938.99,72,0.18,19938.99
19620076,59,2019-02-01,7875.05,60,0.1819,7676.07
19620091,71,2019-02-01,23897.77,72,0.1675,23859.33
19632778,72,2019-02-01,20937.4,72,0.2185,20933.44
19577598,74,2019-02-01,43820.88,75,0.1436,43325.45
19632856,71,2019-02-01,10862.14,72,0.2061,10772.66
19620189,71,2019-02-01,21597.05,72,0.2165,20908.11
19620173,71,2019-02-01,23132.74,72,0.1836,22881.3
19620237,71,2019-02-01,19088,72,0.18,18761.33
19620251,71,2019-02-01,20337.08,72,0.18,20144.47
19577976,71,2019-02-01,13053,72,0.1429,13015.07
19632975,60,2019-02-01,12220.32,60,0.2499,12220.32
19618870,71,2019-02-01,21942.88,72,0.2215,21829.01
19540199,71,2019-02-01,10900.75,72,0.2614,10892.32
19618883,74,2019-02-01,29246,75,0.18,28984.54
19618896,59,2019-02-01,11485.02,60,0.2701,11300.45
19618990,71,2019-02-01,15391.85,72,0.2132,15001.57
19618997,72,2019-02-01,19555.62,72,0.1729,19522.06
19540322,71,2019-02-01,22615,72,0.149,22300.45
19596783,71,2019-02-01,20153.52,72,0.1249,19417.28
19618580,71,2019-02-01,27327.01,72,0.2013,27327.01
19618659,74,2019-02-01,26225.15,75,0.2412,25918.69
19584493,64,2019-02-01,19669.3,66,0.2083,19369.17
19618686,72,2019-02-01,11237.58,72,0.1681,11237.58
19618675,71,2019-02-01,21776.84,72,0.241,21776.84
19618681,47,2019-02-01,17307,48,0.2532,16363.59
19620362,71,2019-02-01,12676.41,72,0.1823,12558.34
19619053,71,2019-02-01,16847,72,0.2178,16761.17
19619054,59,2019-02-01,28298.31,60,0.2105,28168.46
19619059,71,2019-02-01,21242,72,0.2153,21242
19619123,46,2019-02-01,15173,48,0.2,14533.93
19619077,74,2019-02-01,27778.97,75,0.18,27413.43
19618533,74,2019-02-01,34838.42,75,0.1469,33842.79
19618551,72,2019-02-01,12943.14,72,0.1529,12904.22
19633096,72,2019-02-01,19126.88,72,0.1698,19099.03
19618568,71,2019-02-01,16842.73,72,0.2497,16781.77
19618623,59,2019-02-01,14530.58,60,0.1362,14227.37
19586582,71,2019-02-01,38734.42,72,0.1287,38144.02
19618631,70,2019-02-01,9707.7,72,0.278,9348.44
19618646,59,2019-02-01,19249.13,60,0.1174,18793.39
19618746,71,2019-02-01,26015,72,0.18,25994.58
19618776,72,2019-02-01,21089.7,72,0.2163,20892.08
19649101,72,2019-02-01,13367.39,72,0.1823,13345.59
19648082,72,2019-02-01,40773.68,72,0.1389,40659.7
19633005,72,2019-02-01,25140,72,0.1829,25137.56
19619010,74,2019-02-01,26991,75,0.1709,26966.85
19619045,71,2019-02-01,29498.41,72,0.1302,29126.53
19619063,72,2019-02-01,23517.49,72,0.2244,23517.49
19619068,72,2019-02-01,24962.23,72,0.1921,24962.23
19633020,60,2019-02-01,10584.97,60,0.1658,10539.11
19618671,71,2019-02-01,23122.91,72,0.18,23122.91
19618611,71,2019-02-01,21291.7,72,0.18,21264.5
19649122,71,2019-02-01,31835.65,72,0.2138,31835.65
19649132,36,2019-02-01,6648.39,36,0.1404,6345.56
19649147,72,2019-02-01,17972.21,72,0.2373,17972.21
19649214,74,2019-02-01,25105.16,75,0.2699,24517.35
19648052,59,2019-02-01,19064,60,0.2147,18946.89
19648144,72,2019-02-01,23251.74,72,0.1486,23172.64
19648148,60,2019-02-01,5224,60,0.2639,5224
19648153,72,2019-02-01,25853.12,72,0.18,25492.75
19648035,72,2019-02-01,18165,72,0.2225,18133
19648036,72,2019-02-01,19698.3,72,0.2512,19698.3
19649185,71,2019-02-01,20442.19,72,0.2285,20150.33
19649200,74,2019-02-01,40965.58,75,0.1531,40556.78
19648101,59,2019-02-01,12323.76,60,0.1472,11525.32
19595837,71,2019-02-01,19357.35,72,0.1899,19149.09
19619313,65,2019-02-01,11828.79,66,0.1893,11668.97
19631837,72,2019-02-01,9202.88,72,0.241,9194.54
19648362,71,2019-02-01,15974.79,72,0.1941,15701.82
19648364,60,2019-02-01,21488.08,60,0.2508,21488.08
19567137,47,2019-02-01,14946.18,48,0.1696,14604.29
19567198,71,2019-02-01,21703.49,72,0.18,21517.14
19631997,71,2019-02-01,20364.99,72,0.1881,20207.88
19648505,72,2019-02-01,25698.53,72,0.18,25698.53
19648163,71,2019-02-01,14932.32,72,0.1823,14664.71
19648176,71,2019-02-01,19318.92,72,0.2357,19318.92
19619183,72,2019-02-01,33938,72,0.1262,33938
19648189,72,2019-02-01,13883.34,72,0.1847,13712.66
19648158,59,2019-02-01,9939.71,60,0.1858,9734.9
19619367,71,2019-02-01,14744.43,72,0.2239,14676.27
19631832,72,2019-02-01,31137.37,72,0.21,31119.21
19631865,69,2019-02-01,15084,72,0.2242,14612.39
19619487,71,2019-02-01,18232.81,72,0.2523,18171.73
19619438,71,2019-02-01,35080.19,72,0.1664,34736.51
19631900,59,2019-02-01,7217.93,60,0.2122,7140.94
19631905,72,2019-02-01,10072.98,72,0.2061,10072.98
19648416,72,2019-02-01,28825.38,72,0.1396,28765.33
19648386,71,2019-02-01,31720.25,72,0.2531,31609.02
19648425,72,2019-02-01,27710.89,72,0.1762,27655.79
19619553,71,2019-02-01,19844.74,72,0.24,19621.6
19631960,71,2019-02-01,15605,72,0.25,15535.96
19631969,47,2019-02-01,12149.5,48,0.2158,12096.55
19619619,71,2019-02-01,21175.45,72,0.2398,20946.9
19619576,74,2019-02-01,30450.31,75,0.1875,30450.31
19649603,48,2019-02-01,11516,48,0.2798,11254.49
19632020,71,2019-02-01,24664.69,72,0.1678,24426.91
19632035,72,2019-02-01,20837.67,72,0.1645,20781.27
19632018,59,2019-02-01,18583.47,60,0.1508,18178.7
19632038,71,2019-02-01,25488.1,72,0.1855,25008.71
19649658,72,2019-02-01,18559.05,72,0.201,18559.05
19648046,71,2019-02-01,19947.79,72,0.18,19618.72
19648119,72,2019-02-01,34131.82,72,0.1662,34072.98
19648115,72,2019-02-01,36655.45,72,0.1588,36639.01
19648132,71,2019-02-01,23886.78,72,0.1678,23805.15
19648243,72,2019-02-01,28859.71,72,0.2519,28859.71
19631848,75,2019-02-01,27835,75,0.18,27835
19619339,71,2019-02-01,25008.96,72,0.2138,24903.02
19631834,71,2019-02-01,9839,72,0.25,9829.16
19631853,71,2019-02-01,29167.38,72,0.1609,28679.72
19619356,59,2019-02-01,17827.7,60,0.1847,17554.36
19648300,72,2019-02-01,17181.87,72,0.1823,16854.51
19619471,71,2019-02-01,31444.19,72,0.2061,31116.84
19619473,72,2019-02-01,24132.79,72,0.18,24113.79
19619507,71,2019-02-01,24120.95,72,0.1833,23734.33
19648419,59,2019-02-01,34424.3,60,0.17,34029.56
19619525,75,2019-02-01,41047,75,0.1635,40992.79
19619533,59,2019-02-01,13466,60,0.21,13319.59
19619524,74,2019-02-01,25971.35,75,0.18,25727.89
19619530,71,2019-02-01,28420.5,72,0.18,26887.1
19585537,71,2019-02-01,24842.24,72,0.1367,24527.85
19567192,70,2019-02-01,27372,72,0.2377,26683.68
19631869,71,2019-02-01,17381.87,72,0.2401,17381.87
19619544,70,2019-02-01,10050,72,0.24,10011.57
19631925,48,2019-02-01,12324,48,0.2095,12076.31
19585715,71,2019-02-01,19098.47,72,0.1766,18928.37
19619591,74,2019-02-01,35255,75,0.21,35255
19619596,47,2019-02-01,29991.36,48,0.18,29308.53
19619604,72,2019-02-01,28542.18,72,0.1773,28542.18
19632116,71,2019-02-01,21859.42,72,0.2411,21769.2
19632123,71,2019-02-01,21349.78,72,0.2061,21349.78
19649729,72,2019-02-01,36630.9,72,0.1678,36573.08
19632122,35,2019-02-01,10871,36,0.2753,10481.31
19633735,47,2019-02-01,16589,48,0.1861,15876.57
19633706,72,2019-02-01,38919.62,72,0.1399,38919.62
19595230,71,2019-02-01,23219.92,72,0.179,23031.14
19649798,72,2019-02-01,36595.9,72,0.18,36567.17
19619866,70,2019-02-01,19946.54,72,0.2061,19581.12
19633866,72,2019-02-01,24636.2,72,0.2322,24204.57
19595400,47,2019-02-01,6425.69,48,0.1531,6282.18
19595357,71,2019-02-01,19614.75,72,0.1379,19287.02
19619878,71,2019-02-01,6824.9,72,0.2261,6738.16
19633887,47,2019-02-01,19076.93,48,0.165,18503.36
19586167,71,2019-02-01,26102.98,72,0.1379,25637.16
19634007,71,2019-02-01,13074.82,72,0.21,12837.96
19649957,74,2019-02-01,36146.58,75,0.2107,36146.58
19649958,73,2019-02-01,21665.94,72,0.1529,21665.94
19649937,71,2019-02-01,19731.5,72,0.2147,19571.83
19649947,72,2019-02-01,31108.82,72,0.1739,31108.82
19634036,72,2019-02-01,17317.46,72,0.25,17317.46
19650349,72,2019-02-01,34668.68,72,0.1579,34313.83
19634136,71,2019-02-01,20471.75,72,0.2153,20350.71
19634143,72,2019-02-01,23332.48,72,0.2464,23332.48
19634146,72,2019-02-01,14153.2,72,0.1687,14108.2
19620002,71,2019-02-01,9100.01,72,0.2694,8954.91
19634133,35,2019-02-01,8800,36,0.2598,8800
19634138,72,2019-02-01,9138.72,72,0.2499,9138.72
19650361,71,2019-02-01,17066.31,72,0.24,16864.88
19634149,74,2019-02-01,34877.09,75,0.1807,34648.84
19620024,71,2019-02-01,24701.84,72,0.1618,24701.84
19632066,71,2019-02-01,28106.74,72,0.2387,27952.06
19619696,71,2019-02-01,18666.2,72,0.2713,18666.2
19633785,72,2019-02-01,30671.1,72,0.1385,30671.1
19619724,71,2019-02-01,15997,72,0.18,15997
19649775,71,2019-02-01,29853.43,72,0.18,29399.92
19649782,59,2019-02-01,14290,60,0.1631,14048.1
19633781,59,2019-02-01,9443.97,60,0.2429,9369.89
19619710,71,2019-02-01,13088.94,72,0.18,12773.22
19633792,72,2019-02-01,18271.94,72,0.2312,18271.94
19619786,71,2019-02-01,27720.09,72,0.1565,27372.11
19649808,72,2019-02-01,25250.19,72,0.2061,25250.19
19649819,72,2019-02-01,33315.28,72,0.18,33272.71
19633979,74,2019-02-01,29825,75,0.1814,29386.36
19649851,72,2019-02-01,10409.29,72,0.1658,10210.64
19649847,72,2019-02-01,17380.11,72,0.1779,17355.57
19619931,71,2019-02-01,10828.06,72,0.24,10728.63
19619937,71,2019-02-01,18899.38,72,0.2489,18667.33
19649963,72,2019-02-01,25524.75,72,0.21,25524.75
19619953,47,2019-02-01,31600.63,48,0.1613,30339.56
19634129,72,2019-02-01,36174.88,72,0.1596,36034.37
19624357,72,2019-02-01,21821.45,72,0.2549,21821.45
19624389,74,2019-02-01,25300.21,75,0.2157,25300.21
19585749,71,2019-02-01,27771.08,72,0.21,27771.08
19619711,71,2019-02-01,9596.64,72,0.1591,9575.82
19649741,71,2019-02-01,55071.62,72,0.18,54604.05
19649746,23,2019-02-01,5052.28,24,0.2783,4934.03
19649756,71,2019-02-01,15978.79,72,0.18,15890.68
19649761,70,2019-02-01,37278.98,72,0.1376,36496.96
19633729,74,2019-02-01,25817,75,0.18,25662.68
19649754,71,2019-02-01,18040.83,72,0.1678,17746.35
19649763,72,2019-02-01,14442.09,72,0.232,14442.09
19649765,71,2019-02-01,17018.98,72,0.2206,16777.26
19633757,71,2019-02-01,22605.65,72,0.18,22543.26
19649769,71,2019-02-01,26068.37,72,0.18,26068.37
19595403,72,2019-02-01,23938,72,0.2298,23938
19567399,71,2019-02-01,24746.13,72,0.1813,24409.02
19633917,47,2019-02-01,6638.76,48,0.1468,6432.88
19633927,75,2019-02-01,24716.9,75,0.1531,24716.9
19634048,71,2019-02-01,19481.86,72,0.1834,19481.86
19602892,71,2019-02-01,13697.24,72,0.1984,13451.68
19634059,71,2019-02-01,12639.92,72,0.18,12370.74
19619896,71,2019-02-01,24789.4,72,0.2483,24770.17
19619906,47,2019-02-01,18052.45,48,0.2225,17716.71
19634172,71,2019-02-01,34605.31,72,0.18,34243.29
19634168,59,2019-02-01,26272,60,0.1907,26201.8
19634189,71,2019-02-01,10014.72,72,0.241,10014.72
19634194,59,2019-02-01,11359,60,0.19,11174.46
19624343,71,2019-02-01,18165.3,72,0.18,18011.16
19624344,72,2019-02-01,26251.09,72,0.1723,26216.26
19568022,59,2019-02-01,15293.2,60,0.1409,15023.35
19649348,71,2019-02-01,31049.5,72,0.247,30569.4
19649480,72,2019-02-01,26455.86,72,0.2,26324.32
19649477,72,2019-02-01,19856.93,72,0.2652,19856.93
19649525,71,2019-02-01,33686.12,72,0.1654,33622.88
19649527,72,2019-02-01,26943.91,72,0.1371,26698.39
19649532,72,2019-02-01,15887.34,72,0.226,15870.14
19649479,72,2019-02-01,16929,72,0.18,16915.67
19649484,72,2019-02-01,23747.74,72,0.1513,23193.73
19649490,72,2019-02-01,17678,72,0.2799,17668
19568504,71,2019-02-01,18345.97,72,0.1968,18217.36
19649506,71,2019-02-01,21636.86,72,0.1821,21464.64
19624700,48,2019-02-01,29486.79,48,0.2153,29096.2
19640137,71,2019-02-01,28415.28,72,0.18,28415.28
19640140,59,2019-02-01,7699.65,60,0.1955,7598.53
19648588,71,2019-02-01,12184,72,0.2495,12171.37
19624666,71,2019-02-01,63336.96,72,0.1914,63336.96
19624707,71,2019-02-01,27091.06,72,0.1556,27071.95
19650474,72,2019-02-01,24115,72,0.2041,23783.22
19650486,70,2019-02-01,12258.94,72,0.2693,11937.36
19624450,71,2019-02-01,29150.27,72,0.2212,28973.45
19649275,72,2019-02-01,16630.28,72,0.2542,16630.28
19649296,71,2019-02-01,18167.27,72,0.235,18101.52
19649403,73,2019-02-01,25207.33,75,0.1856,23766.5
19649379,72,2019-02-01,42627.99,72,0.139,42315.04
19649380,72,2019-02-01,21569.75,72,0.1829,21569.75
19649383,75,2019-02-01,43859.94,75,0.1347,43191.93
19649232,72,2019-02-01,15754.4,72,0.243,15623.88
19649533,72,2019-02-01,20612.83,72,0.1924,20439.34
19624570,71,2019-02-01,35306.57,72,0.1678,34884.87
19649242,72,2019-02-01,20000,72,0.2199,20000
19648595,71,2019-02-01,23152,72,0.2061,22605.22
19648592,71,2019-02-01,28381.5,72,0.1775,28110.65
19648593,72,2019-02-01,32195.63,72,0.1862,31095.16
19624586,71,2019-02-01,20278.08,72,0.2549,20278.08
19624625,60,2019-02-01,8720.9,60,0.1318,8543.15
19624620,72,2019-02-01,16162.25,72,0.1947,16156.34
19605277,75,2019-02-01,43663.98,75,0.1456,43663.98
19624828,47,2019-02-01,16945.9,48,0.2467,16499.6
19624802,47,2019-02-01,13129,48,0.1901,12841.27
19624364,47,2019-02-01,14907.18,48,0.2153,14616.09
19650414,72,2019-02-01,32201.7,72,0.1529,32199.3
19640763,72,2019-02-01,29542.56,72,0.1678,29163.5
19640765,71,2019-02-01,12794,72,0.2623,12600.17
19640725,36,2019-02-01,16649.19,36,0.2129,15750.23
19624438,72,2019-02-01,15817.47,72,0.2625,15817.47
19650467,72,2019-02-01,17923.04,72,0.18,17663.8
19650441,71,2019-02-01,20312,72,0.1999,20312
19650455,48,2019-02-01,22904.91,48,0.207,22904.91
19624440,71,2019-02-01,31660.25,72,0.1463,31309.86
19568400,71,2019-02-01,17872.02,72,0.1691,17709.29
19568319,74,2019-02-01,24825.47,75,0.18,24825.47
19640691,71,2019-02-01,16729.41,72,0.2327,16622.75
19634304,71,2019-02-01,16953.63,72,0.1823,16699.32
19649272,75,2019-02-01,53730.49,75,0.2332,53730.49
19586410,71,2019-02-01,19611.55,72,0.1429,19562.41
19649251,71,2019-02-01,20106.36,72,0.18,19741.73
19649498,73,2019-02-01,21950,72,0.2562,21950
19648539,75,2019-02-01,22369,75,0.2201,22369
19568541,71,2019-02-01,27441.58,72,0.2423,27441.58
19624512,70,2019-02-01,9595.21,72,0.2077,9339.33
19624607,71,2019-02-01,21548.62,72,0.1378,21118.96
19624747,71,2019-02-01,33848.91,72,0.1318,33094.52
19640144,72,2019-02-01,34969.56,72,0.2098,34969.56
19648608,71,2019-02-01,16304.77,72,0.18,16048.8
19624701,71,2019-02-01,14365,72,0.2061,14365
19640132,72,2019-02-01,38218.24,72,0.1583,38086.4
19624776,71,2019-02-01,12190.74,72,0.2132,12184.98
19640180,59,2019-02-01,28822.47,60,0.1935,28368.68
19624815,71,2019-02-01,19687,72,0.18,19457.9
19623951,72,2019-02-01,24606.81,72,0.1679,24533.87
19648734,71,2019-02-01,22428.87,72,0.2149,22262.37
19648754,75,2019-02-01,32114.49,75,0.18,32114.49
19624836,71,2019-02-01,32186.25,72,0.1754,31532.87
19640179,71,2019-02-01,20076.01,72,0.18,19876.35
19640189,72,2019-02-01,21419.94,72,0.18,21413.69
19640202,72,2019-02-01,30977.54,72,0.18,30968.2
19648882,72,2019-02-01,19910,72,0.2771,19910
19648884,59,2019-02-01,9525.46,60,0.1853,9488.76
19640237,71,2019-02-01,27634.3,72,0.2288,27095.08
19640246,71,2019-02-01,18522.63,72,0.18,18522.63
19604101,71,2019-02-01,28968.09,72,0.18,28679.25
19640397,72,2019-02-01,18719.39,72,0.2408,18719.39
19640398,72,2019-02-01,18208,72,0.18,18166.73
19655219,72,2019-02-01,16711.89,72,0.2029,16711.89
19653589,72,2019-02-01,16971.54,72,0.18,16924.69
19653599,72,2019-02-01,24600,72,0.219,24600
19653623,72,2019-02-01,25318.58,72,0.1777,25295.23
19640595,59,2019-02-01,15947.55,60,0.2352,15810.95
19624315,72,2019-02-01,26608.1,72,0.1783,26608.1
19655608,70,2019-02-01,20255.5,72,0.2038,19777.1
19640536,71,2019-02-01,12921.56,72,0.2525,12921.56
19653625,71,2019-02-01,15735.12,72,0.1823,14524.93
19640541,72,2019-02-01,21147.14,72,0.2138,21147.14
19640206,72,2019-02-01,26900,72,0.1985,26570.88
19640212,47,2019-02-01,21291.89,48,0.1822,21201.34
19640224,75,2019-02-01,31690.72,75,0.1664,31690.72
19648832,48,2019-02-01,11117.3,48,0.2799,11117.3
19584026,71,2019-02-01,31496.52,72,0.1567,30841.75
19624114,71,2019-02-01,22098.04,72,0.18,21751.56
19653432,72,2019-02-01,25205,72,0.18,25205
19655216,72,2019-02-01,26312.73,72,0.2128,26312.73
19653472,71,2019-02-01,30490.81,72,0.1678,30182.78
19655271,70,2019-02-01,17418.25,72,0.2074,17211.01
19604169,71,2019-02-01,26749.5,72,0.1748,26429.81
19653584,71,2019-02-01,39399.65,72,0.179,38779.33
19653569,71,2019-02-01,15002.86,72,0.1936,14789.17
19653579,72,2019-02-01,19167.3,72,0.1775,19167.3
19640490,71,2019-02-01,14540.7,72,0.2646,14445.89
19653612,75,2019-02-01,29927.35,75,0.1623,29884.18
19653626,60,2019-02-01,11873.16,60,0.2573,11823.1
19624277,60,2019-02-01,16025.55,60,0.18,15971.23
19624285,71,2019-02-01,24396,72,0.1394,24093.75
19624895,72,2019-02-01,25456,72,0.2079,25456
19624881,71,2019-02-01,40391.93,72,0.1678,39706.36
19624882,71,2019-02-01,18895.36,72,0.1772,18205.99
19623973,71,2019-02-01,16074.71,72,0.2353,15908.54
19603861,71,2019-02-01,17648.02,72,0.1823,17636.82
19640191,72,2019-02-01,8119.25,72,0.1588,8119.25
19583959,71,2019-02-01,18206.24,72,0.2273,18059.17
19653488,72,2019-02-01,16697.15,72,0.2471,16697.15
19640328,71,2019-02-01,22089.99,72,0.189,21886.73
19653509,72,2019-02-01,20736.26,72,0.1784,20290.53
19640370,72,2019-02-01,22576.06,72,0.2244,22576.06
19640371,72,2019-02-01,13880.37,72,0.2171,13880.37
