assetNumber,remainingTermToMaturityNumber,reportingPeriodBeginningDate,originalLoanAmount,originalLoanTerm,originalInterestRatePercentage,reportingPeriodActualEndBalanceAmount
19797752,72,2019-02-01,21563,72,0.2097,21563
19798522,72,2019-02-01,29971,72,0.1547,29897.07
19798849,73,2019-02-01,17772.59,72,0.2061,17772.59
19798851,72,2019-02-01,16648.46,72,0.1782,16506.15
19798478,73,2019-02-01,10544,72,0.2529,10544
19798481,72,2019-02-01,17035.16,72,0.2319,16872.88
19798873,72,2019-02-01,17168.66,72,0.2092,17002.44
19798874,73,2019-02-01,24569.66,72,0.2195,24569.66
19798502,73,2019-02-01,17460,72,0.21,17460
19798509,73,2019-02-01,33087.49,72,0.1827,33087.49
19798878,73,2019-02-01,18548.26,72,0.18,18548.26
19798894,76,2019-02-01,29900,75,0.2304,29900
19798904,76,2019-02-01,40404.47,75,0.1531,40404.47
19799192,73,2019-02-01,29335.34,72,0.2203,29335.34
19799195,73,2019-02-01,35176.01,72,0.1742,35176.01
19799203,73,2019-02-01,14401.99,72,0.2478,14401.99
19799498,72,2019-02-01,36660,72,0.18,36366.23
19799211,72,2019-02-01,18920,72,0.2299,18790.94
19799505,49,2019-02-01,9660.11,48,0.2361,9660.11
19799511,73,2019-02-01,23828.56,72,0.1984,23828.56
19799512,73,2019-02-01,21637.15,72,0.1368,21637.15
19799223,76,2019-02-01,21099.51,75,0.18,21099.51
19799225,73,2019-02-01,16562.16,72,0.2034,16562.16
19799231,73,2019-02-01,25250.19,72,0.2282,25250.19
19799804,73,2019-02-01,29706.64,72,0.18,29706.64
19800097,73,2019-02-01,21334,72,0.245,21334
19800106,76,2019-02-01,27645.59,75,0.2179,27645.59
19800107,73,2019-02-01,21227,72,0.2799,21227
19800112,73,2019-02-01,10892.98,72,0.18,10892.98
19799849,48,2019-02-01,11094,48,0.2449,10952.6
19799856,49,2019-02-01,9428,48,0.1575,9428
19800113,73,2019-02-01,11141.38,72,0.2293,11141.38
19800117,61,2019-02-01,8362.55,60,0.1764,8362.55
19800121,37,2019-02-01,13311.62,36,0.1547,13311.62
19799861,73,2019-02-01,18533,72,0.18,18399.64
19799862,73,2019-02-01,13232.75,72,0.1628,12463.94
19799863,61,2019-02-01,12068.38,60,0.2641,12068.38
19797824,73,2019-02-01,18877.76,72,0.2061,18877.76
19797830,73,2019-02-01,16145.97,72,0.1572,16145.97
19797839,73,2019-02-01,32125.5,72,0.1391,32125.5
19797848,73,2019-02-01,30655.43,72,0.25,30655.43
19797861,73,2019-02-01,13911.95,72,0.1971,13911.95
19797877,75,2019-02-01,37816.29,75,0.1444,37716.55
19797888,73,2019-02-01,9551.2,72,0.2619,9551.2
19797896,73,2019-02-01,25682.69,72,0.2259,25682.69
19797918,72,2019-02-01,14225.45,72,0.1691,13811.43
19797920,72,2019-02-01,16261.96,72,0.2236,16261.96
19797925,73,2019-02-01,17657.74,72,0.1694,17657.74
19797932,73,2019-02-01,24697.26,72,0.2007,24697.26
19797933,73,2019-02-01,19814.65,72,0.199,19814.65
19797948,76,2019-02-01,35104,75,0.238,35104
19798346,72,2019-02-01,15267.03,72,0.2259,15067
19798896,73,2019-02-01,13027.27,72,0.1573,13027.27
19798912,73,2019-02-01,25052.45,72,0.2265,25052.45
19798919,73,2019-02-01,29451.33,72,0.1443,29451.33
19798932,76,2019-02-01,20662.66,75,0.2599,20662.66
19798941,73,2019-02-01,18146.59,72,0.2061,18146.59
19798953,76,2019-02-01,34695.5,75,0.1169,34695.5
19798954,49,2019-02-01,26509,48,0.19,26509
19798961,73,2019-02-01,31310.23,72,0.18,31310.23
19798962,76,2019-02-01,27000,75,0.1695,27000
19798969,73,2019-02-01,23815.07,72,0.1433,23815.07
19798970,72,2019-02-01,12500,72,0.247,12452.6
19798985,73,2019-02-01,16378,72,0.1938,16378
19799013,49,2019-02-01,10812.65,48,0.2278,10812.65
19799492,73,2019-02-01,21406.85,72,0.1918,21406.85
19800075,73,2019-02-01,14549,72,0.21,14549
19800080,61,2019-02-01,12943.83,60,0.2315,12943.83
19800095,73,2019-02-01,22859,72,0.194,22859
19800119,73,2019-02-01,11048.75,72,0.2625,11048.75
19800135,72,2019-02-01,23382.66,72,0.1542,23274.85
19800166,73,2019-02-01,23435.78,72,0.1678,23435.78
19800173,73,2019-02-01,21246.47,72,0.18,21246.47
19800191,73,2019-02-01,20378.04,72,0.2061,20378.04
19798034,72,2019-02-01,10291.08,72,0.2499,10291.08
19798946,73,2019-02-01,22158.68,72,0.1678,22158.68
19798947,73,2019-02-01,20528.92,72,0.1548,20528.92
19798948,73,2019-02-01,25727,72,0.18,25727
19798960,49,2019-02-01,7669,48,0.2431,7669
19798977,72,2019-02-01,15179.39,72,0.1823,15162.18
19798984,76,2019-02-01,28561.06,75,0.2194,28561.06
19798992,73,2019-02-01,12312,72,0.2799,12312
19798997,73,2019-02-01,14077.27,72,0.1708,14077.27
19798998,73,2019-02-01,28670,72,0.1731,28670
19799007,73,2019-02-01,22753.29,72,0.2201,22753.29
19799019,72,2019-02-01,15002,72,0.2073,15002
19799021,73,2019-02-01,20027,72,0.2594,20027
19799026,76,2019-02-01,31266.58,75,0.1697,31266.58
19799037,73,2019-02-01,20778.88,72,0.2098,20778.88
19799044,73,2019-02-01,18496.51,72,0.241,18496.51
19799046,72,2019-02-01,18178.38,72,0.2727,18178.38
19799049,73,2019-02-01,20610.18,72,0.1654,20610.18
19798156,73,2019-02-01,20985.92,72,0.18,20985.92
19798178,73,2019-02-01,15219.78,72,0.18,15219.78
19799061,73,2019-02-01,32344.27,72,0.179,32344.27
19799067,73,2019-02-01,21197,72,0.18,21197
19799077,73,2019-02-01,14725.9,72,0.2413,14725.9
19799090,73,2019-02-01,10453.5,72,0.25,10312.21
19799091,73,2019-02-01,9539.01,72,0.1897,9539.01
19799104,61,2019-02-01,13150,60,0.1689,13150
19799106,73,2019-02-01,32635.9,72,0.2061,32635.9
19799113,73,2019-02-01,16408.38,72,0.1399,16408.38
19799753,73,2019-02-01,31175,72,0.1099,31175
19797691,73,2019-02-01,10025.22,72,0.1622,9914.33
19797693,43,2019-02-01,6791.17,42,0.2381,6791.17
19797699,73,2019-02-01,16016.6,72,0.2215,16016.6
19798200,73,2019-02-01,16559.37,72,0.24,16559.37
19798212,73,2019-02-01,39847.16,72,0.149,39847.16
19797494,73,2019-02-01,29685,72,0.1787,29685
19797508,73,2019-02-01,18195.88,72,0.1823,18195.88
19797521,73,2019-02-01,29133.94,72,0.1653,29133.94
19797526,74,2019-02-01,26671.67,74,0.25,26473.13
19797532,73,2019-02-01,32167.54,72,0.2117,32167.54
19797562,72,2019-02-01,19406.15,72,0.2539,19304.86
19797563,73,2019-02-01,25229.87,72,0.18,25229.87
19797569,73,2019-02-01,17263.98,72,0.1757,17263.98
19797570,73,2019-02-01,23931.5,72,0.1945,23931.5
19797700,76,2019-02-01,19136.04,75,0.21,19136.04
19797730,73,2019-02-01,17025.97,72,0.2611,17025.97
19797736,73,2019-02-01,15637.43,72,0.1975,15637.43
19797746,36,2019-02-01,7664.75,36,0.1706,7293.05
19798294,73,2019-02-01,29427,72,0.18,29427
19798822,73,2019-02-01,16413.28,72,0.2061,16413.28
19798828,73,2019-02-01,19665.81,72,0.1318,19665.81
19798841,72,2019-02-01,11053.27,72,0.2,11053.27
19798158,73,2019-02-01,32836.78,72,0.1788,32836.78
19798168,72,2019-02-01,21651.18,72,0.2293,21516.81
19799649,73,2019-02-01,17994.66,72,0.0933,17994.66
19799219,76,2019-02-01,24269.45,75,0.2283,24074.49
19799239,73,2019-02-01,28102,72,0.1241,28102
19799265,73,2019-02-01,17959.06,72,0.255,17959.06
19799271,73,2019-02-01,40207.8,72,0.1325,40207.8
19799276,73,2019-02-01,18046.11,72,0.2546,18046.11
