"Company","cik","deal_url"
"VOLKSWAGEN AUTO LEASE/LOAN UNDERWRITTEN FUNDING, LLC","0001182534","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001182534&action=getcompany"
"Volkswagen Auto Loan Enhanced Trust 2018-1","0001720749","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001720749&action=getcompany"
"Volkswagen Auto Loan Enhanced Trust 2018-2","0001756401","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001756401&action=getcompany"
"WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC","000850779","https://www.sec.gov/cgi-bin/browse-edgar?CIK=000850779&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2016-C37","0001688957","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001688957&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2017-C38","0001707817","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001707817&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2017-C39","0001710798","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001710798&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2017-C40","0001716187","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001716187&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2017-C41","0001719199","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001719199&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2017-C42","0001723291","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001723291&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2017-RB1","0001699462","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001699462&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2017-RC1","0001695924","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001695924&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2018-C43","0001729832","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001729832&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2018-C44","0001736659","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001736659&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2018-C45","0001741690","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001741690&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2018-C46","0001748940","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001748940&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2018-C47","0001753233","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001753233&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2018-C48","0001757928","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001757928&action=getcompany"
"World Omni Auto Leasing LLC","0001439697","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001439697&action=getcompany"
"WORLD OMNI AUTO RECEIVABLES LLC","0001083199","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001083199&action=getcompany"
"World Omni Auto Receivables Trust 2017-A","0001702011","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001702011&action=getcompany"
"World Omni Auto Receivables Trust 2017-B","0001710330","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001710330&action=getcompany"
"World Omni Auto Receivables Trust 2018-A","0001724588","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001724588&action=getcompany"
"World Omni Auto Receivables Trust 2018-B","0001734889","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001734889&action=getcompany"
"WORLD OMNI AUTO RECEIVABLES TRUST 2018-C","0001744034","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001744034&action=getcompany"
"World Omni Auto Receivables Trust 2018-D","0001752578","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001752578&action=getcompany"
"World Omni Automobile Lease Securitization Trust 2017-A","0001698529","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001698529&action=getcompany"
"World Omni Automobile Lease Securitization Trust 2018-A","0001730127","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001730127&action=getcompany"
"World Omni Automobile Lease Securitization Trust 2018-B","0001749273","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001749273&action=getcompany"
"California Republic Funding LLC","0001561326","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001561326&action=getcompany"
"GM Financial Automobile Leasing Trust 2017-2","0001704323","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001704323&action=getcompany"
"JPMDB Commercial Mortgage Securities Trust 2017-C7","0001716186","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001716186&action=getcompany"
"JPMDB Commercial Mortgage Securities Trust 2018-C8","0001735646","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001735646&action=getcompany"
"Santander Drive Auto Receivables Trust 2017-2","0001705710","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001705710&action=getcompany"
"Santander Drive Auto Receivables Trust 2017-3","0001710916","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001710916&action=getcompany"
"UBS Commercial Mortgage Trust 2017-C4","0001716263","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001716263&action=getcompany"
"UBS Commercial Mortgage Trust 2017-C5","0001719195","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001719195&action=getcompany"
"UBS Commercial Mortgage Trust 2017-C6","0001721905","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001721905&action=getcompany"
"Honda Auto Receivables 2017-4 Owner Trust","0001721745","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001721745&action=getcompany"
"Honda Auto Receivables 2018-1 Owner Trust","0001728028","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001728028&action=getcompany"
"Mercedes-Benz Auto Lease Trust 2019-A","0001763960","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763960&action=getcompany"
"World Omni Auto Receivables Trust 2019-A","0001762287","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001762287&action=getcompany"
"Toyota Auto Receivables 2019-A Owner Trust","0001762228","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001762228&action=getcompany"
"Nissan Auto Receivables 2019-A Owner Trust","0001764987","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001764987&action=getcompany"
"Ally Auto Receivables Trust 2019-1","0001763799","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763799&action=getcompany"
"BANK 2019-BNK16","0001763333","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763333&action=getcompany"
"BENCHMARK 2019-B9 MORTGAGE TRUST","0001764759","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001764759&action=getcompany"
"UBS Commercial Mortgage Trust 2018-C15","0001760337","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001760337&action=getcompany"
"Morgan Stanley Capital I Trust 2018-H4","0001758882","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001758882&action=getcompany"
"GM Financial Automobile Leasing Trust 2019-1","0001763499","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763499&action=getcompany"
"GS Mortgage Securities Trust 2019-GC38","0001763207","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763207&action=getcompany"
"Santander Drive Auto Receivables Trust 2019-1","0001765910","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001765910&action=getcompany"
"JPMCC Commercial Mortgage Securities Trust 2019-COR4","0001763501","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763501&action=getcompany"
"CSAIL 2019-C15 Commercial Mortgage Trust","0001763502","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763502&action=getcompany"
"CarMax Auto Owner Trust 2019-1","0001762278","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001762278&action=getcompany"
"Drive Auto Receivables Trust 2019-1","0001763174","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763174&action=getcompany"
"World Omni Automobile Lease Securitization Trust 2019-A","0001766101","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001766101&action=getcompany"
"GM Financial Consumer Automobile Receivables Trust 2019-1","0001760283","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001760283&action=getcompany"
"Morgan Stanley Capital I Trust 2019-L2","0001766660","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001766660&action=getcompany"
"AmeriCredit Automobile Receivables Trust 2019-1","0001765880","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001765880&action=getcompany"
"BMW Vehicle Lease Trust 2019-1","0001769328","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001769328&action=getcompany"
"Drive Auto Receivables Trust 2019-2","0001769324","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001769324&action=getcompany"
"Ford Credit Auto Owner Trust 2019-A","0001770147","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001770147&action=getcompany"
"BANK 2019-BNK17","0001769961","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001769961&action=getcompany"
"Benchmark 2019-B10 Mortgage Trust","0001766367","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001766367&action=getcompany"
"UBS Commercial Mortgage Trust 2019-C16","0001769322","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001769322&action=getcompany"
"Ford Credit Auto Lease Trust 2019-A","0001766981","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001766981&action=getcompany"
"Hyundai Auto Receivables Trust 2019-A","0001771225","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001771225&action=getcompany"
"GM Financial Consumer Automobile Receivables Trust 2019-2","0001769174","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001769174&action=getcompany"
"CarMax Auto Owner Trust 2019-2","0001770345","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001770345&action=getcompany"
"Nissan Auto Lease Trust 2019-A","0001771458","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001771458&action=getcompany"
"CF 2019-CF1 Mortgage Trust","0001771200","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001771200&action=getcompany"
"Fifth Third Auto Trust 2019-1","0001772608","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001772608&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2019-C50","0001770572","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001770572&action=getcompany"
"GM Financial Automobile Leasing Trust 2019-2","0001771786","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001771786&action=getcompany"
"Toyota Auto Receivables 2019-B Owner Trust","0001773407","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001773407&action=getcompany"
"WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC","000850779/","https://www.sec.gov/cgi-bin/browse-edgar?CIK=000850779&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2019-C49","0001763001","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001763001&action=getcompany"
"World Omni Auto Receivables Trust 2019-B","0001772793","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001772793&action=getcompany"
"GS Mortgage Securities Trust 2019-GC39","0001771501","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001771501&action=getcompany"
"Santander Drive Auto Receivables Trust 2019-2","0001774409","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001774409&action=getcompany"
"BANK 2019-BNK18","0001774962","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001774962&action=getcompany"
"BBCMS Mortgage Trust 2019-C3","0001772527","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001772527&action=getcompany"
"Capital One Prime Auto Receivables Trust 2019-1","0001766004","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001766004&action=getcompany"
"Capital One Auto Receivables LLC","0001133438","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001133438&action=getcompany"
"Nissan Auto Receivables 2019-B Owner Trust","0001775870","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001775870&action=getcompany"
"Honda Auto Receivables 2019-2 Owner Trust","0001773055","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001773055&action=getcompany"
"AMERICAN HONDA RECEIVABLES LLC","000890975/","https://www.sec.gov/cgi-bin/browse-edgar?CIK=000890975&action=getcompany"
"Benchmark 2019-B11 Mortgage Trust","0001775756","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001775756&action=getcompany"
"Honda Auto Receivables 2019-1 Owner Trust","0001765556","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001765556&action=getcompany"
"AmeriCredit Automobile Receivables Trust 2019-2","0001774379","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001774379&action=getcompany"
"Ally Auto Receivables Trust 2019-2","0001776294","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001776294&action=getcompany"
"Morgan Stanley Capital I Trust 2019-H6","0001773339","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001773339&action=getcompany"
"JPMCC Commercial Mortgage Securities Trust 2019-COR5","0001774801","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001774801&action=getcompany"
"Drive Auto Receivables Trust 2019-3","0001777665","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001777665&action=getcompany"
"Harley-Davidson Motorcycle Trust 2019-A","0001778781","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001778781&action=getcompany"
"HARLEY-DAVIDSON CUSTOMER FUNDING CORP.","0001114926","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001114926&action=getcompany"
"CSAIL 2019-C16 Commercial Mortgage Trust","0001776086","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001776086&action=getcompany"
"Ford Credit Auto Owner Trust 2019-B","0001779201","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001779201&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2019-C51","0001776721","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001776721&action=getcompany"
"GS Mortgage Securities Trust 2019-GC40","0001778232","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001778232&action=getcompany"
"GM Financial Consumer Automobile Receivables Trust 2019-3","0001779033","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001779033&action=getcompany"
"Morgan Stanley Capital I Trust 2019-H7","0001778749","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001778749&action=getcompany"
"Nissan Auto Lease Trust 2019-B","0001781522","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001781522&action=getcompany"
"BENCHMARK 2019-B12 MORTGAGE TRUST","0001781089","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001781089&action=getcompany"
"Ford Credit Auto Lease Trust 2019-B","0001781819","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001781819&action=getcompany"
"BANK 2019-BNK19","0001780859","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001780859&action=getcompany"
"CarMax Auto Owner Trust 2019-3","0001779026","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001779026&action=getcompany"
"USAA Auto Owner Trust 2019-1","0001780984","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001780984&action=getcompany"
"GM Financial Automobile Leasing Trust 2019-3","0001781258","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001781258&action=getcompany"
"CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-GC41","0001783287","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001783287&action=getcompany"
"Toyota Auto Receivables 2019-C Owner Trust","0001782479","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001782479&action=getcompany"
"Wells Fargo Commercial Mortgage Trust 2019-C52","0001780678","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001780678&action=getcompany"
"CD 2019-CD8 Mortgage Trust","0001782003","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001782003&action=getcompany"
"BBCMS Mortgage Trust 2019-C4","0001780131","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001780131&action=getcompany"
"World Omni Automobile Lease Securitization Trust 2019-B","0001781624","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001781624&action=getcompany"
"Santander Drive Auto Receivables Trust 2019-3","0001783326","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001783326&action=getcompany"
"Honda Auto Receivables 2019-3 Owner Trust","0001784183","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001784183&action=getcompany"
"Capital One Prime Auto Receivables Trust 2019-2","0001786041","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001786041&action=getcompany"
"AmeriCredit Automobile Receivables Trust 2019-3","0001784564","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001784564&action=getcompany"
"BMW Vehicle Owner Trust 2019-A","0001784326","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001784326&action=getcompany"
"Ally Auto Receivables Trust 2019-3","0001785489","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001785489&action=getcompany"
"Drive Auto Receivables Trust 2019-4","0001785510","https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001785510&action=getcompany"
